,기업코드,회차,등록일,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금(결손금),자본총계
99,410739,제 20 기,20180329,18958853205 ,21120390823 ,40079244028 ,25036309114 ,322750727 ,25359059841 ,,,14720184187 
100,526951,제 15 기,20180330,59585843721 ,109937800967 ,169523644688 ,80371252107 ,10987223017 ,91358475124 ,16056973500 ,21534316079 ,78165169564 
101,155151,제 33 기,20180402,241318807868 ,315903329340 ,557222137208 ,202725235983 ,16313608542 ,219038844525 ,10500000000 ,254315391608 ,338183292683 
102,269241,제 30 기,20180330,35390453824 ,17790146498 ,53180600322 ,4336882183 ,1406911009 ,5743793192 ,9877327000 ,-9550620593 ,47436807130 
103,127255,제 55 기,20180330,42281589374 ,45843008016 ,89171444321 ,29729440613 ,6338903521 ,36068344134 ,17000000000 ,-11631726485 ,53103100187 
104,261443,제 21 기,20180330,1669239629302 ,1792268424923 ,3461508054225 ,372494395946 ,335582071082 ,708076467028 ,10969511000 ,1924094023958 ,2753431587197 
105,610490,제 26 기,20180402,74642099128 ,22166334868 ,96808433996 ,50211049411 ,14925046825 ,65136096236 ,2640250000 ,11068295816 ,31672337760 
106,261957,제 28 기,20180330,61878545120 ,36704855328 ,98583400448 ,44852137451 ,1768613538 ,46620750989 ,4009198500 ,1917661033 ,51962649459 
107,609634,제 12 기,20180329,52091425486 ,69524927863 ,121616353349 ,67410168122 ,6930917393 ,74341085515 ,11286004500 ,14059886325 ,47275267834 
108,618410,제 14 기,20180402,32362364732 ,124625624810 ,156987989542 ,93237997497 ,1339707940 ,94577705437 ,18068799000 ,12314369302 ,62410284105 
109,159193,제 57 기,20180330,9344127000000 ,97196027000000 ,106540154000000 ,18707499000000 ,32050299000000 ,50757798000000 ,3209820000000 ,38018329000000 ,55782356000000 
110,142713,제 42 기,20180330,54758246991 ,21176852853 ,75935099844 ,40524555810 ,8837867155 ,49362422965 ,19477834000 ,-20456829000 ,26572676879 
111,153861,제 45 기,20180612,717320378443 ,1155451434567 ,1872771813010 ,651438428908 ,401199480279 ,1052637909187 ,39478740000 ,648870979858 ,820133903823 
112,216647,제 27 기,20180615,113897547574 ,586384881915 ,700282429489 ,142594482273 ,22548602438 ,165143084711 ,38618990500 ,,535139344778 
113,468374,제 15 기,20180330,51589266397 ,167635769982 ,219225036379 ,39219292694 ,21683795290 ,60903087984 ,13144000000 ,134532240711 ,158321948395 
114,169048,제 56 기,20180830,35772217974 ,39153269057 ,74925487031 ,9695680834 ,2383701197 ,12079382031 ,9590550000 ,-12902432333 ,62846105000 
115,104698,제 68 기,20180330,170994450798 ,876722684709 ,1047717135507 ,491416772402 ,76801063947 ,568217836349 ,394091500000 ,110944324553 ,479499299158 
116,363510,제 19 기,20180402,25379560604 ,38426629240 ,63806189844 ,31502884772 ,9622355888 ,41125240660 ,20661288000 ,-29649107802 ,22680949184 
117,100939,제 66 기,20181231,194534019874 ,212098304072 ,406632323946 ,55319514631 ,8855556418 ,64175071049 ,,,342457252897 
118,753643,제 9 기,20180608,33775124018 ,22540491098 ,56315615116 ,41946535646 ,3832738107 ,45779273753 ,4495772500 ,-61471731207 ,10536341363 
119,159810,제 48 기,20180330,227888040449 ,234280649153 ,462168689602 ,178730496285 ,19849102890 ,198579599175 ,20000000000 ,170721613980 ,263589090427 
120,118804,제 45 기,20180330,213662821310 ,353598240212 ,567261061522 ,259967202416 ,49527186436 ,309494388852 ,25707247000 ,,257766672670 
121,159698,제 33 기,20180329,617914660034 ,5103676248589 ,5721590908623 ,977673870522 ,2914184485245 ,3891858355767 ,57893720000 ,1658220879186 ,1829732552856 
122,165680,제 45 기,20180402,,,2261641205033 ,,,1474908287137 ,200000000000 ,,786732917896 
123,983040,제 5 기,20180402,209769436712 ,1715457223034 ,1925226659746 ,427876614785 ,1232179052 ,429108793837 ,149268060000 ,143633752132 ,1496117865909 
124,923792,제 17 기,20180330,36803625161 ,39200338368 ,76003963529 ,5226469967 ,25016731477 ,30243201444 ,10115520000 ,,45760762085 
125,121543,제 45 기,20190225,107185533496 ,558991895992 ,666177429488 ,128374441237 ,4230398524 ,132604839761 ,5700000000 ,,533572589727 
126,441243,제 16 기,20170928,71866610353 ,59859723999 ,131726334352 ,33334877136 ,18884206632 ,52219083768 ,9233626500 ,43246381983 ,79507250584 
127,127954,제 30 기,20180330,463494399702 ,418918707477 ,882413107179 ,460283979198 ,225775950779 ,686059929977 ,11871586000 ,,196353177202 
128,145446,제 46 기,20180330,92448137703 ,183945599226 ,276393736929 ,138656381973 ,57018903032 ,195675285005 ,46867625000 ,36985843665 ,80718451924 
129,152260,제 35 기,20180330,53059871298 ,65502216580 ,118562087878 ,63361700134 ,8060916186 ,71422616320 ,10737056000 ,,47139471558 
130,1097906,제 3 기,20180329,34216267760 ,9248776630 ,43465044390 ,5591197047 ,1741955389 ,7333152436 ,2532257400 ,18398070262 ,36131891954 
131,148443,제 58 기,20180402,9300410158 ,167693708092 ,176994118250 ,1983298663 ,11259791850 ,13243090513 ,2172753500 ,743837627603 ,163751027737 
132,181943,제 43 기,20180402,27223159440 ,132763993265 ,159987152705 ,12695091164 ,2004710098 ,14699801262 ,,124131833883 ,145287351443 
133,134477,제 55 기,20180314,379882313061 ,433332971539 ,813215284600 ,141921738997 ,69521737704 ,211443476701 ,83683597500 ,535329569288 ,601771807899 
